id_Venda,fk_Cliente,fk_Produto,fk_Loja,Quantidade,dt_Venda
766979-7865826879-vd16175,3770,95,5,6,2023-05-29
766979-7865826879-vd16176,2730,119,2,16,2023-05-29
766979-7865826879-vd16177,2238,104,4,22,2023-05-29
766979-7865826879-vd16178,2027,38,5,11,2023-05-29
766979-7865826879-vd16179,2233,87,5,28,2023-05-29
766979-7865826879-vd16180,2214,132,3,23,2023-05-29
766979-7865826879-vd16181,1233,131,5,21,2023-05-29
766979-7865826879-vd16182,3280,95,2,23,2023-05-30
766979-7865826879-vd16183,482,8,1,29,2023-05-30
766979-7865826879-vd16184,1634,98,2,19,2023-05-30
766979-7865826879-vd16185,1587,78,3,19,2023-05-30
766979-7865826879-vd16186,3178,91,1,22,2023-05-30
766979-7865826879-vd16187,343,74,1,21,2023-05-30
766979-7865826879-vd16188,1346,90,4,4,2023-05-30
766979-7865826879-vd16189,2426,42,5,33,2023-05-30
766979-7865826879-vd16190,3043,83,1,12,2023-05-30
766979-7865826879-vd16191,2252,95,5,11,2023-05-30
766979-7865826879-vd16192,406,24,4,33,2023-05-30
766979-7865826879-vd16193,1423,42,1,23,2023-05-30
766979-7865826879-vd16194,773,97,1,15,2023-05-30
766979-7865826879-vd16195,2019,39,5,2,2023-05-30
766979-7865826879-vd16196,3334,104,2,3,2023-05-30
766979-7865826879-vd16197,1894,4,5,35,2023-05-30
766979-7865826879-vd16198,2141,1,1,17,2023-05-30
766979-7865826879-vd16199,3226,49,2,19,2023-05-30
766979-7865826879-vd16200,760,129,3,25,2023-05-30
766979-7865826879-vd16201,12,2,5,18,2023-05-30
766979-7865826879-vd16202,2637,44,2,32,2023-05-30
766979-7865826879-vd16203,987,95,5,12,2023-05-30
766979-7865826879-vd16204,3415,25,3,35,2023-05-30
766979-7865826879-vd16205,3680,130,1,6,2023-05-30
766979-7865826879-vd16206,2364,6,4,27,2023-05-30
766979-7865826879-vd16207,2232,37,3,28,2023-05-30
766979-7865826879-vd16208,2994,28,1,13,2023-05-30
766979-7865826879-vd16209,2748,54,4,33,2023-05-30
766979-7865826879-vd16210,2719,44,4,17,2023-05-30
766979-7865826879-vd16211,2968,78,4,11,2023-05-30
766979-7865826879-vd16212,1698,25,5,7,2023-05-30
766979-7865826879-vd16213,3093,133,1,10,2023-05-30
766979-7865826879-vd16214,806,95,2,20,2023-05-30
766979-7865826879-vd16215,3880,90,3,25,2023-05-30
766979-7865826879-vd16216,2466,129,2,11,2023-05-30
766979-7865826879-vd16217,1834,87,5,18,2023-05-30
766979-7865826879-vd16218,2941,39,1,31,2023-05-30
766979-7865826879-vd16219,2481,77,5,9,2023-05-30
766979-7865826879-vd16220,1018,129,3,24,2023-05-30
766979-7865826879-vd16221,3064,49,3,2,2023-05-30
766979-7865826879-vd16222,517,39,3,34,2023-05-30
766979-7865826879-vd16223,3031,83,4,33,2023-05-30
766979-7865826879-vd16224,275,78,2,31,2023-05-30
766979-7865826879-vd16225,102,98,2,23,2023-05-30
766979-7865826879-vd16226,3529,22,3,5,2023-05-30
766979-7865826879-vd16227,3321,98,3,13,2023-05-30
766979-7865826879-vd16228,2629,104,3,7,2023-05-30
766979-7865826879-vd16229,1744,78,5,32,2023-05-30
766979-7865826879-vd16230,3299,77,1,20,2023-05-30
766979-7865826879-vd16231,2248,130,3,17,2023-05-30
766979-7865826879-vd16232,3644,44,1,5,2023-05-30
766979-7865826879-vd16233,419,77,5,28,2023-05-30
766979-7865826879-vd16234,2747,80,2,24,2023-05-30
766979-7865826879-vd16235,1093,129,2,4,2023-05-30
766979-7865826879-vd16236,3021,115,1,28,2023-05-30
766979-7865826879-vd16237,1455,64,3,3,2023-05-30
766979-7865826879-vd16238,3045,16,4,3,2023-05-30
766979-7865826879-vd16239,1213,127,3,32,2023-05-30
766979-7865826879-vd16240,614,78,1,29,2023-05-30
766979-7865826879-vd16241,2440,131,4,22,2023-05-30
766979-7865826879-vd16242,190,133,4,35,2023-05-30
766979-7865826879-vd16243,1178,6,2,9,2023-05-30
766979-7865826879-vd16244,1875,5,4,28,2023-05-30
766979-7865826879-vd16245,2298,124,4,18,2023-05-30
766979-7865826879-vd16246,2055,67,1,11,2023-05-30
766979-7865826879-vd16247,855,3,4,29,2023-05-30
766979-7865826879-vd16248,1721,4,1,31,2023-05-30
766979-7865826879-vd16249,3220,25,2,28,2023-05-30
766979-7865826879-vd16250,3028,95,1,3,2023-05-30
766979-7865826879-vd16251,1085,28,2,22,2023-05-30
766979-7865826879-vd16252,561,63,5,18,2023-05-30
766979-7865826879-vd16253,2891,41,5,21,2023-05-30
766979-7865826879-vd16254,1192,131,5,9,2023-05-30
766979-7865826879-vd16255,634,2,4,29,2023-05-30
766979-7865826879-vd16256,1314,90,5,13,2023-05-30
766979-7865826879-vd16257,2095,99,2,30,2023-05-30
766979-7865826879-vd16258,3256,22,3,1,2023-05-30
766979-7865826879-vd16259,2387,41,1,32,2023-05-30
766979-7865826879-vd16260,167,91,2,26,2023-05-30
766979-7865826879-vd16261,1195,67,2,25,2023-05-30
766979-7865826879-vd16262,2889,107,1,24,2023-05-30
766979-7865826879-vd16263,2090,33,4,11,2023-05-30
766979-7865826879-vd16264,3077,61,2,6,2023-05-30
766979-7865826879-vd16265,923,77,2,5,2023-05-30
766979-7865826879-vd16266,1616,36,3,14,2023-05-30
766979-7865826879-vd16267,1567,113,3,6,2023-05-30
766979-7865826879-vd16268,1548,34,4,33,2023-05-30
766979-7865826879-vd16269,1144,121,2,20,2023-05-30
766979-7865826879-vd16270,1721,90,1,11,2023-05-30
766979-7865826879-vd16271,1077,131,3,6,2023-05-30
766979-7865826879-vd16272,2447,68,3,29,2023-05-30
766979-7865826879-vd16273,2066,115,1,20,2023-05-30
766979-7865826879-vd16274,3152,99,5,7,2023-05-30
766979-7865826879-vd16275,1182,48,2,31,2023-05-30
766979-7865826879-vd16276,308,130,4,1,2023-05-30
766979-7865826879-vd16277,3177,23,2,24,2023-05-30
766979-7865826879-vd16278,2589,132,1,2,2023-05-30
766979-7865826879-vd16279,578,113,1,24,2023-05-30
766979-7865826879-vd16280,2961,98,5,3,2023-05-30
766979-7865826879-vd16281,2361,63,2,2,2023-05-30
766979-7865826879-vd16282,2174,69,4,18,2023-05-30
766979-7865826879-vd16283,373,87,1,25,2023-05-30
766979-7865826879-vd16284,112,78,2,5,2023-05-30
766979-7865826879-vd16285,2395,67,5,34,2023-05-30
766979-7865826879-vd16286,1419,6,5,1,2023-05-30
766979-7865826879-vd16287,94,44,5,34,2023-05-30
766979-7865826879-vd16288,2043,104,1,3,2023-05-30
766979-7865826879-vd16289,1614,129,1,3,2023-05-30
766979-7865826879-vd16290,656,123,2,2,2023-05-30
766979-7865826879-vd16291,2762,129,4,8,2023-05-30
766979-7865826879-vd16292,864,78,5,26,2023-05-30
766979-7865826879-vd16293,1845,61,1,29,2023-05-30
766979-7865826879-vd16294,677,95,2,24,2023-05-30
766979-7865826879-vd16295,374,18,2,12,2023-05-30
766979-7865826879-vd16296,3363,8,3,27,2023-05-30
766979-7865826879-vd16297,1485,90,5,16,2023-05-30
766979-7865826879-vd16298,2639,34,2,30,2023-05-30
766979-7865826879-vd16299,807,63,4,1,2023-05-30
766979-7865826879-vd16300,170,133,2,29,2023-05-30
766979-7865826879-vd16301,2995,8,4,2,2023-05-30
766979-7865826879-vd16302,2796,63,5,10,2023-05-30
766979-7865826879-vd16303,2699,98,3,11,2023-05-30
766979-7865826879-vd16304,19,95,1,29,2023-05-30
766979-7865826879-vd16305,1936,20,2,35,2023-05-30
766979-7865826879-vd16306,2525,129,4,29,2023-05-30
766979-7865826879-vd16307,3925,6,1,2,2023-05-31
766979-7865826879-vd16308,1734,22,1,31,2023-05-31
766979-7865826879-vd16309,1728,1,3,24,2023-05-31
766979-7865826879-vd16310,2664,41,5,10,2023-05-31
766979-7865826879-vd16311,1713,47,5,24,2023-05-31
766979-7865826879-vd16312,2688,98,4,32,2023-05-31
766979-7865826879-vd16313,499,130,1,2,2023-05-31
766979-7865826879-vd16314,3679,107,1,23,2023-05-31
766979-7865826879-vd16315,1833,6,1,20,2023-05-31
766979-7865826879-vd16316,3313,90,1,5,2023-05-31
766979-7865826879-vd16317,3928,49,3,21,2023-05-31
766979-7865826879-vd16318,2959,112,1,30,2023-05-31
766979-7865826879-vd16319,379,83,1,31,2023-05-31
766979-7865826879-vd16320,3955,43,4,13,2023-05-31
766979-7865826879-vd16321,3175,124,1,30,2023-05-31
766979-7865826879-vd16322,2164,29,3,12,2023-05-31
766979-7865826879-vd16323,1121,68,3,6,2023-05-31
766979-7865826879-vd16324,2291,123,2,22,2023-05-31
766979-7865826879-vd16325,2290,38,1,32,2023-05-31
766979-7865826879-vd16326,248,25,4,14,2023-05-31
766979-7865826879-vd16327,863,44,2,22,2023-05-31
766979-7865826879-vd16328,633,112,3,9,2023-05-31
766979-7865826879-vd16329,1169,58,2,14,2023-05-31
766979-7865826879-vd16330,3476,2,3,26,2023-05-31
766979-7865826879-vd16331,1742,78,1,34,2023-05-31
766979-7865826879-vd16332,2822,130,2,3,2023-05-31
766979-7865826879-vd16333,3524,3,4,3,2023-05-31
766979-7865826879-vd16334,828,32,1,16,2023-05-31
766979-7865826879-vd16335,227,98,2,15,2023-05-31
766979-7865826879-vd16336,1597,69,4,20,2023-05-31
766979-7865826879-vd16337,1616,3,4,19,2023-05-31
766979-7865826879-vd16338,2257,98,1,11,2023-05-31
766979-7865826879-vd16339,2762,95,5,33,2023-05-31
766979-7865826879-vd16340,185,80,3,7,2023-05-31
766979-7865826879-vd16341,1579,31,3,27,2023-05-31
766979-7865826879-vd16342,2167,93,2,9,2023-05-31
766979-7865826879-vd16343,1554,33,3,19,2023-05-31
766979-7865826879-vd16344,759,46,3,13,2023-05-31
766979-7865826879-vd16345,2100,73,4,33,2023-05-31
766979-7865826879-vd16346,3860,74,2,27,2023-05-31
766979-7865826879-vd16347,1879,104,3,7,2023-05-31
766979-7865826879-vd16348,787,129,4,1,2023-05-31
766979-7865826879-vd16349,258,83,3,7,2023-05-31
766979-7865826879-vd16350,3112,112,1,32,2023-05-31
766979-7865826879-vd16351,614,19,4,23,2023-05-31
766979-7865826879-vd16352,3338,62,4,20,2023-05-31
766979-7865826879-vd16353,241,32,1,9,2023-05-31
766979-7865826879-vd16354,2304,73,4,23,2023-05-31
766979-7865826879-vd16355,2934,56,1,33,2023-05-31
766979-7865826879-vd16356,117,49,1,24,2023-05-31
766979-7865826879-vd16357,3844,37,4,16,2023-05-31
766979-7865826879-vd16358,1623,63,5,26,2023-05-31
766979-7865826879-vd16359,711,24,2,23,2023-05-31
766979-7865826879-vd16360,299,83,5,31,2023-05-31
766979-7865826879-vd16361,2962,25,5,34,2023-05-31
766979-7865826879-vd16362,1773,90,1,8,2023-05-31
766979-7865826879-vd16363,3398,123,1,17,2023-05-31
766979-7865826879-vd16364,1346,25,3,32,2023-05-31
766979-7865826879-vd16365,531,98,1,1,2023-05-31
766979-7865826879-vd16366,3532,107,4,3,2023-05-31
766979-7865826879-vd16367,2424,25,2,26,2023-05-31
766979-7865826879-vd16368,2545,58,5,11,2023-05-31
766979-7865826879-vd16369,3098,64,4,29,2023-05-31
766979-7865826879-vd16370,2829,104,4,18,2023-05-31
766979-7865826879-vd16371,2083,24,5,11,2023-05-31
766979-7865826879-vd16372,3013,113,2,12,2023-05-31
766979-7865826879-vd16373,813,42,3,25,2023-05-31
766979-7865826879-vd16374,233,104,2,19,2023-05-31
766979-7865826879-vd16375,769,129,4,7,2023-05-31
766979-7865826879-vd16376,1471,67,1,17,2023-05-31
766979-7865826879-vd16377,309,107,5,29,2023-05-31
766979-7865826879-vd16378,2182,121,5,12,2023-05-31
766979-7865826879-vd16379,3240,44,2,13,2023-05-31
766979-7865826879-vd16380,1987,88,1,8,2023-05-31
766979-7865826879-vd16381,1885,135,5,21,2023-05-31
766979-7865826879-vd16382,3459,123,2,19,2023-05-31
766979-7865826879-vd16383,3284,90,2,14,2023-05-31
766979-7865826879-vd16384,1938,83,4,19,2023-05-31
766979-7865826879-vd16385,613,44,2,8,2023-05-31
766979-7865826879-vd16386,1111,78,1,34,2023-05-31
766979-7865826879-vd16387,2987,91,2,6,2023-05-31
766979-7865826879-vd16388,3671,97,2,16,2023-05-31
766979-7865826879-vd16389,2368,129,5,19,2023-05-31
766979-7865826879-vd16390,1995,63,5,3,2023-05-31
766979-7865826879-vd16391,2036,24,1,30,2023-05-31
766979-7865826879-vd16392,1295,44,3,21,2023-05-31
766979-7865826879-vd16393,2062,129,2,22,2023-05-31
766979-7865826879-vd16394,1028,114,4,20,2023-05-31
766979-7865826879-vd16395,2847,33,5,25,2023-05-31
766979-7865826879-vd16396,3467,90,4,18,2023-05-31
766979-7865826879-vd16397,3066,41,2,31,2023-05-31
766979-7865826879-vd16398,3848,46,4,35,2023-05-31
766979-7865826879-vd16399,2822,124,3,22,2023-05-31
766979-7865826879-vd16400,2217,76,1,2,2023-05-31
766979-7865826879-vd16401,1307,58,4,22,2023-05-31
766979-7865826879-vd16402,3155,133,2,12,2023-05-31
766979-7865826879-vd16403,951,33,3,8,2023-05-31
766979-7865826879-vd16404,2015,25,2,12,2023-05-31
766979-7865826879-vd16405,3931,83,2,14,2023-05-31
766979-7865826879-vd16406,2438,95,5,15,2023-05-31
766979-7865826879-vd16407,573,129,5,2,2023-05-31
766979-7865826879-vd16408,1453,37,5,17,2023-05-31
766979-7865826879-vd16409,2256,112,3,12,2023-05-31
766979-7865826879-vd16410,3864,98,3,15,2023-06-01
766979-7865826879-vd16411,1511,38,2,31,2023-06-01
766979-7865826879-vd16412,421,129,4,22,2023-06-01
766979-7865826879-vd16413,362,23,2,13,2023-06-01
766979-7865826879-vd16414,1857,39,5,24,2023-06-01
766979-7865826879-vd16415,2413,107,1,26,2023-06-01
766979-7865826879-vd16416,1038,115,2,30,2023-06-01
766979-7865826879-vd16417,871,114,1,15,2023-06-01
766979-7865826879-vd16418,2945,26,3,3,2023-06-01
766979-7865826879-vd16419,422,88,2,19,2023-06-01
766979-7865826879-vd16420,535,129,1,33,2023-06-01
766979-7865826879-vd16421,3307,129,5,14,2023-06-01
766979-7865826879-vd16422,765,44,5,35,2023-06-01
766979-7865826879-vd16423,3688,48,1,28,2023-06-01
766979-7865826879-vd16424,208,83,5,23,2023-06-01
766979-7865826879-vd16425,1075,95,2,33,2023-06-01
766979-7865826879-vd16426,1919,60,4,29,2023-06-01
766979-7865826879-vd16427,500,124,3,23,2023-06-01
766979-7865826879-vd16428,3071,49,3,26,2023-06-01
766979-7865826879-vd16429,2188,63,3,1,2023-06-01
766979-7865826879-vd16430,47,1,2,24,2023-06-01
766979-7865826879-vd16431,3316,6,2,30,2023-06-01
766979-7865826879-vd16432,566,34,5,17,2023-06-01
766979-7865826879-vd16433,2304,38,5,10,2023-06-01
766979-7865826879-vd16434,1909,36,1,22,2023-06-01
766979-7865826879-vd16435,1143,31,1,34,2023-06-01
766979-7865826879-vd16436,451,78,1,32,2023-06-01
766979-7865826879-vd16437,3043,134,4,6,2023-06-01
766979-7865826879-vd16438,320,78,2,20,2023-06-01
766979-7865826879-vd16439,3156,24,4,12,2023-06-01
766979-7865826879-vd16440,689,63,2,21,2023-06-01
766979-7865826879-vd16441,1381,98,3,8,2023-06-01
766979-7865826879-vd16442,289,43,2,18,2023-06-01
766979-7865826879-vd16443,2973,95,4,19,2023-06-01
766979-7865826879-vd16444,2195,76,2,8,2023-06-01
766979-7865826879-vd16445,3825,82,5,34,2023-06-01
766979-7865826879-vd16446,1048,45,2,25,2023-06-01
766979-7865826879-vd16447,1575,42,5,6,2023-06-01
766979-7865826879-vd16448,3288,78,4,1,2023-06-01
766979-7865826879-vd16449,3312,27,4,4,2023-06-01
766979-7865826879-vd16450,911,37,5,22,2023-06-01
766979-7865826879-vd16451,3995,97,2,3,2023-06-01
766979-7865826879-vd16452,3373,80,1,6,2023-06-01
766979-7865826879-vd16453,3767,16,3,19,2023-06-01
766979-7865826879-vd16454,1329,63,2,29,2023-06-01
766979-7865826879-vd16455,2776,76,4,1,2023-06-01
766979-7865826879-vd16456,2084,102,3,13,2023-06-01
766979-7865826879-vd16457,2859,36,4,4,2023-06-01
766979-7865826879-vd16458,375,107,4,10,2023-06-01
766979-7865826879-vd16459,3533,107,3,28,2023-06-01
766979-7865826879-vd16460,2695,64,1,5,2023-06-01
766979-7865826879-vd16461,2290,20,1,11,2023-06-01
766979-7865826879-vd16462,898,119,5,9,2023-06-01
766979-7865826879-vd16463,826,104,1,24,2023-06-01
766979-7865826879-vd16464,3039,93,3,25,2023-06-01
766979-7865826879-vd16465,2019,41,1,13,2023-06-01
766979-7865826879-vd16466,3102,95,1,26,2023-06-01
766979-7865826879-vd16467,2448,69,3,11,2023-06-01
766979-7865826879-vd16468,109,95,3,30,2023-06-01
766979-7865826879-vd16469,991,107,1,18,2023-06-01
766979-7865826879-vd16470,3276,78,1,32,2023-06-01
766979-7865826879-vd16471,1755,98,4,32,2023-06-01
766979-7865826879-vd16472,1150,107,1,17,2023-06-01
766979-7865826879-vd16473,1257,135,4,23,2023-06-01
766979-7865826879-vd16474,2698,98,2,34,2023-06-01
766979-7865826879-vd16475,2161,24,5,19,2023-06-01
766979-7865826879-vd16476,1522,47,2,32,2023-06-01
766979-7865826879-vd16477,877,130,2,27,2023-06-01
766979-7865826879-vd16478,2832,114,1,19,2023-06-01
766979-7865826879-vd16479,508,44,3,23,2023-06-01
766979-7865826879-vd16480,3753,46,2,20,2023-06-01
766979-7865826879-vd16481,3321,129,4,9,2023-06-01
766979-7865826879-vd16482,2560,121,2,17,2023-06-01
766979-7865826879-vd16483,2273,44,1,35,2023-06-01
766979-7865826879-vd16484,973,78,2,13,2023-06-01
766979-7865826879-vd16485,871,129,1,3,2023-06-01
766979-7865826879-vd16486,1129,6,5,21,2023-06-01
766979-7865826879-vd16487,2570,46,2,26,2023-06-01
766979-7865826879-vd16488,1905,37,3,13,2023-06-01
766979-7865826879-vd16489,78,83,3,13,2023-06-01
766979-7865826879-vd16490,1061,129,2,14,2023-06-01
766979-7865826879-vd16491,3972,97,5,31,2023-06-01
766979-7865826879-vd16492,151,104,5,18,2023-06-01
766979-7865826879-vd16493,389,77,2,16,2023-06-01
766979-7865826879-vd16494,3102,4,2,16,2023-06-01
766979-7865826879-vd16495,3362,78,2,4,2023-06-01
766979-7865826879-vd16496,311,25,4,26,2023-06-01
766979-7865826879-vd16497,2974,107,2,2,2023-06-01
766979-7865826879-vd16498,1704,21,4,17,2023-06-01
766979-7865826879-vd16499,2250,25,1,9,2023-06-01
766979-7865826879-vd16500,1668,93,4,3,2023-06-01
766979-7865826879-vd16501,2910,133,1,16,2023-06-01
766979-7865826879-vd16502,1571,43,5,34,2023-06-01
766979-7865826879-vd16503,1922,49,5,30,2023-06-01
766979-7865826879-vd16504,1352,127,4,26,2023-06-01
766979-7865826879-vd16505,234,78,3,19,2023-06-01
766979-7865826879-vd16506,3922,104,1,26,2023-06-01
766979-7865826879-vd16507,153,113,4,30,2023-06-01
766979-7865826879-vd16508,1513,44,1,29,2023-06-01
766979-7865826879-vd16509,2668,34,5,26,2023-06-01
766979-7865826879-vd16510,1109,104,3,28,2023-06-02
766979-7865826879-vd16511,9,95,2,27,2023-06-02
766979-7865826879-vd16512,3405,9,1,31,2023-06-02
766979-7865826879-vd16513,1080,78,2,17,2023-06-02
766979-7865826879-vd16514,3832,6,5,27,2023-06-02
766979-7865826879-vd16515,183,1,5,24,2023-06-02
766979-7865826879-vd16516,2192,63,3,25,2023-06-02
766979-7865826879-vd16517,2803,83,2,4,2023-06-02
766979-7865826879-vd16518,779,90,2,17,2023-06-02
766979-7865826879-vd16519,1766,58,4,25,2023-06-02
766979-7865826879-vd16520,2568,80,5,3,2023-06-02
766979-7865826879-vd16521,537,125,4,4,2023-06-02
766979-7865826879-vd16522,1763,49,4,29,2023-06-02
766979-7865826879-vd16523,884,4,1,19,2023-06-02
766979-7865826879-vd16524,2244,123,5,35,2023-06-02
766979-7865826879-vd16525,900,78,2,29,2023-06-02
766979-7865826879-vd16526,2801,70,4,26,2023-06-02
766979-7865826879-vd16527,2978,129,5,28,2023-06-02
766979-7865826879-vd16528,1366,32,5,12,2023-06-02
766979-7865826879-vd16529,1929,25,3,1,2023-06-02
766979-7865826879-vd16530,3006,26,3,27,2023-06-02
766979-7865826879-vd16531,2864,9,1,10,2023-06-02
766979-7865826879-vd16532,578,90,2,34,2023-06-02
766979-7865826879-vd16533,213,129,5,4,2023-06-02
766979-7865826879-vd16534,1385,41,5,22,2023-06-02
766979-7865826879-vd16535,1749,36,3,14,2023-06-02
766979-7865826879-vd16536,3070,123,5,26,2023-06-02
766979-7865826879-vd16537,2688,105,5,1,2023-06-02
766979-7865826879-vd16538,1318,97,3,11,2023-06-02
766979-7865826879-vd16539,969,123,1,10,2023-06-02
766979-7865826879-vd16540,1835,33,4,20,2023-06-02
766979-7865826879-vd16541,3737,41,2,6,2023-06-02
766979-7865826879-vd16542,3065,114,4,9,2023-06-02
766979-7865826879-vd16543,1594,77,4,3,2023-06-02
766979-7865826879-vd16544,2049,4,3,16,2023-06-02
766979-7865826879-vd16545,2115,131,4,20,2023-06-02
766979-7865826879-vd16546,3949,97,1,28,2023-06-02
766979-7865826879-vd16547,1811,36,2,8,2023-06-02
766979-7865826879-vd16548,2013,95,4,34,2023-06-02
766979-7865826879-vd16549,615,44,1,24,2023-06-02
766979-7865826879-vd16550,3666,95,2,10,2023-06-02
766979-7865826879-vd16551,957,123,4,10,2023-06-02
766979-7865826879-vd16552,2081,38,3,11,2023-06-02
766979-7865826879-vd16553,1274,44,5,30,2023-06-02
766979-7865826879-vd16554,1296,23,2,14,2023-06-02
766979-7865826879-vd16555,1904,39,2,6,2023-06-02
766979-7865826879-vd16556,2975,76,3,9,2023-06-02
766979-7865826879-vd16557,3478,129,1,6,2023-06-02
766979-7865826879-vd16558,746,78,5,34,2023-06-02
766979-7865826879-vd16559,3932,21,5,17,2023-06-02
766979-7865826879-vd16560,713,104,1,17,2023-06-02
766979-7865826879-vd16561,1098,127,3,26,2023-06-02
766979-7865826879-vd16562,2320,83,1,13,2023-06-02
766979-7865826879-vd16563,720,98,3,3,2023-06-02
766979-7865826879-vd16564,1637,136,1,23,2023-06-02
766979-7865826879-vd16565,1352,104,1,30,2023-06-02
766979-7865826879-vd16566,430,33,2,27,2023-06-02
766979-7865826879-vd16567,3877,65,4,18,2023-06-02
766979-7865826879-vd16568,3246,77,5,5,2023-06-02
766979-7865826879-vd16569,328,20,3,32,2023-06-02
766979-7865826879-vd16570,1473,107,2,18,2023-06-02
766979-7865826879-vd16571,1869,69,4,27,2023-06-02
766979-7865826879-vd16572,415,38,5,34,2023-06-02
766979-7865826879-vd16573,3796,39,5,26,2023-06-02
766979-7865826879-vd16574,1461,76,4,7,2023-06-02
766979-7865826879-vd16575,3339,117,2,18,2023-06-02
766979-7865826879-vd16576,2395,95,4,14,2023-06-02
766979-7865826879-vd16577,1932,82,5,1,2023-06-02
766979-7865826879-vd16578,3725,87,4,25,2023-06-02
766979-7865826879-vd16579,724,38,3,30,2023-06-02
766979-7865826879-vd16580,3443,104,5,14,2023-06-02
766979-7865826879-vd16581,3498,87,4,29,2023-06-02
766979-7865826879-vd16582,793,4,5,34,2023-06-02
766979-7865826879-vd16583,3006,99,1,16,2023-06-02
766979-7865826879-vd16584,1272,104,3,20,2023-06-02
766979-7865826879-vd16585,780,8,4,5,2023-06-02
766979-7865826879-vd16586,446,83,3,9,2023-06-02
766979-7865826879-vd16587,1922,56,2,18,2023-06-02
766979-7865826879-vd16588,2082,43,1,26,2023-06-02
766979-7865826879-vd16589,3744,49,4,21,2023-06-02
766979-7865826879-vd16590,3602,83,5,10,2023-06-02
766979-7865826879-vd16591,3948,138,3,2,2023-06-02
766979-7865826879-vd16592,1401,77,2,28,2023-06-02
766979-7865826879-vd16593,3641,60,1,8,2023-06-02
766979-7865826879-vd16594,3201,74,5,17,2023-06-02
766979-7865826879-vd16595,3770,9,2,5,2023-06-02
766979-7865826879-vd16596,2118,117,1,11,2023-06-02
766979-7865826879-vd16597,25,54,1,11,2023-06-02
766979-7865826879-vd16598,314,113,1,26,2023-06-02
766979-7865826879-vd16599,1543,63,1,17,2023-06-02
766979-7865826879-vd16600,2932,83,2,27,2023-06-02
766979-7865826879-vd16601,678,129,5,19,2023-06-02
766979-7865826879-vd16602,2185,49,5,32,2023-06-02
766979-7865826879-vd16603,1962,123,3,29,2023-06-02
766979-7865826879-vd16604,1306,49,3,5,2023-06-02
766979-7865826879-vd16605,1628,37,3,8,2023-06-02
766979-7865826879-vd16606,1072,48,3,28,2023-06-02
766979-7865826879-vd16607,3010,68,4,14,2023-06-02
766979-7865826879-vd16608,2606,97,3,28,2023-06-02
766979-7865826879-vd16609,2747,17,2,34,2023-06-02
766979-7865826879-vd16610,2523,39,4,31,2023-06-02
766979-7865826879-vd16611,3495,107,1,35,2023-06-02
766979-7865826879-vd16612,2644,42,4,35,2023-06-02
766979-7865826879-vd16613,584,77,1,7,2023-06-02
766979-7865826879-vd16614,2536,78,4,11,2023-06-02
766979-7865826879-vd16615,3353,133,4,33,2023-06-02
766979-7865826879-vd16616,667,107,2,31,2023-06-02
766979-7865826879-vd16617,3197,31,4,2,2023-06-02
766979-7865826879-vd16618,1091,78,1,16,2023-06-02
766979-7865826879-vd16619,323,80,4,27,2023-06-02
766979-7865826879-vd16620,2264,19,4,12,2023-06-02
766979-7865826879-vd16621,3200,104,4,15,2023-06-02
766979-7865826879-vd16622,1075,27,2,20,2023-06-02
766979-7865826879-vd16623,2048,115,2,11,2023-06-02
766979-7865826879-vd16624,3646,83,3,24,2023-06-02
766979-7865826879-vd16625,3837,108,2,2,2023-06-02
766979-7865826879-vd16626,2732,25,5,24,2023-06-03
766979-7865826879-vd16627,2997,105,2,32,2023-06-03
766979-7865826879-vd16628,2776,78,1,21,2023-06-03
766979-7865826879-vd16629,1597,93,4,7,2023-06-03
766979-7865826879-vd16630,1356,26,1,20,2023-06-03
766979-7865826879-vd16631,1216,34,4,16,2023-06-03
766979-7865826879-vd16632,732,49,5,27,2023-06-03
766979-7865826879-vd16633,159,58,2,10,2023-06-03
766979-7865826879-vd16634,2397,83,3,22,2023-06-03
766979-7865826879-vd16635,347,97,1,11,2023-06-03
766979-7865826879-vd16636,509,129,5,27,2023-06-03
766979-7865826879-vd16637,2863,51,3,24,2023-06-03
766979-7865826879-vd16638,2591,98,4,32,2023-06-03
766979-7865826879-vd16639,2143,130,1,19,2023-06-03
766979-7865826879-vd16640,689,26,3,1,2023-06-03
766979-7865826879-vd16641,3618,131,2,11,2023-06-03
766979-7865826879-vd16642,3534,43,4,9,2023-06-03
766979-7865826879-vd16643,1297,2,5,12,2023-06-03
766979-7865826879-vd16644,304,41,4,6,2023-06-03
766979-7865826879-vd16645,1974,64,5,14,2023-06-03
766979-7865826879-vd16646,890,134,4,4,2023-06-03
766979-7865826879-vd16647,3641,91,4,7,2023-06-03
766979-7865826879-vd16648,197,2,2,21,2023-06-03
766979-7865826879-vd16649,3746,48,2,28,2023-06-03
766979-7865826879-vd16650,1740,61,4,8,2023-06-03
766979-7865826879-vd16651,210,82,5,23,2023-06-03
766979-7865826879-vd16652,2984,124,5,35,2023-06-03
766979-7865826879-vd16653,1603,129,5,27,2023-06-03
766979-7865826879-vd16654,3556,72,4,7,2023-06-03
766979-7865826879-vd16655,3275,17,5,34,2023-06-03
766979-7865826879-vd16656,679,20,4,15,2023-06-03
766979-7865826879-vd16657,1114,38,3,6,2023-06-03
766979-7865826879-vd16658,376,26,3,24,2023-06-03
766979-7865826879-vd16659,3405,129,5,23,2023-06-03
